,Detector Type,Detector Time,#KP,Descriptor Type,Descriptor Time,Matcher Type,Selector Type,Matching Time,#Matched KP
2,SIFT,189.416,134,BRIEF,2.58602,MAT_BF,SEL_KNN,0.822274,83
3,SIFT,147.637,139,BRIEF,2.1615,MAT_BF,SEL_KNN,0.297607,69
4,SIFT,153.763,136,BRIEF,2.57295,MAT_BF,SEL_KNN,0.514865,75
5,SIFT,139.965,147,BRIEF,1.8506599999999997,MAT_BF,SEL_KNN,0.418267,76
6,SIFT,136.766,156,BRIEF,2.0365599999999997,MAT_BF,SEL_KNN,0.47781,69
7,SIFT,144.826,135,BRIEF,2.00068,MAT_BF,SEL_KNN,0.458154,87
0,FAST,3.19768,404,FREAK,45.1678,MAT_BF,SEL_NN,2.82553,427
1,FAST,1.9418799999999998,423,FREAK,34.9577,MAT_BF,SEL_NN,2.83352,404
2,FAST,2.22325,386,FREAK,30.6277,MAT_BF,SEL_NN,2.33692,423
3,FAST,2.01409,414,FREAK,30.7021,MAT_BF,SEL_NN,2.5365,386
4,FAST,2.02637,418,FREAK,37.505,MAT_BF,SEL_NN,2.72475,414
5,FAST,3.02913,406,FREAK,35.8641,MAT_BF,SEL_NN,2.46102,418
6,FAST,2.21402,396,FREAK,37.8699,MAT_BF,SEL_NN,2.55577,406
7,FAST,3.9887900000000003,401,FREAK,39.5954,MAT_BF,SEL_NN,2.26629,396
0,ORB,10.1508,106,FREAK,32.3096,MAT_FLANN,SEL_NN,0.93575,53
1,ORB,7.52608,113,FREAK,28.4111,MAT_FLANN,SEL_NN,1.1025200000000002,56
2,ORB,8.417010000000001,109,FREAK,32.36,MAT_FLANN,SEL_NN,1.24575,65
3,ORB,7.96051,124,FREAK,40.4286,MAT_FLANN,SEL_NN,1.14409,55
4,ORB,11.7585,129,FREAK,39.2512,MAT_FLANN,SEL_NN,1.3978899999999999,64
5,ORB,12.0122,127,FREAK,37.4719,MAT_FLANN,SEL_NN,1.35127,66
6,ORB,15.3383,124,FREAK,36.9811,MAT_FLANN,SEL_NN,1.37132,70
7,ORB,11.8288,125,FREAK,43.9999,MAT_FLANN,SEL_NN,1.54257,71
0,SHITOMASI,16.3469,123,BRIEF,1.14611,MAT_FLANN,SEL_KNN,1.57774,93
1,SHITOMASI,15.8485,120,BRIEF,1.6339,MAT_FLANN,SEL_KNN,1.9486,91
2,SHITOMASI,15.8904,120,BRIEF,1.7219799999999998,MAT_FLANN,SEL_KNN,1.8943299999999998,88
3,SHITOMASI,15.1236,113,BRIEF,1.93305,MAT_FLANN,SEL_KNN,1.7823799999999999,92
4,SHITOMASI,17.9116,114,BRIEF,2.28136,MAT_FLANN,SEL_KNN,2.1287599999999998,92
5,SHITOMASI,14.3001,123,BRIEF,2.79635,MAT_FLANN,SEL_KNN,1.9939099999999998,85
6,SHITOMASI,19.2186,111,BRIEF,1.6244,MAT_FLANN,SEL_KNN,1.81762,92
7,SHITOMASI,18.3466,112,BRIEF,1.54519,MAT_FLANN,SEL_KNN,2.76323,85
0,HARRIS,18.0404,18,BRIEF,0.9090790000000001,MAT_FLANN,SEL_NN,0.343957,14
1,HARRIS,21.2715,21,BRIEF,1.11235,MAT_FLANN,SEL_NN,0.346031,18
2,HARRIS,21.9794,26,BRIEF,1.87942,MAT_FLANN,SEL_NN,0.636776,21
3,HARRIS,55.9382,43,BRIEF,1.2939200000000002,MAT_FLANN,SEL_NN,0.534062,26
4,HARRIS,21.3321,18,BRIEF,5.122999999999999,MAT_FLANN,SEL_NN,0.994616,43
5,HARRIS,33.1035,31,BRIEF,1.77194,MAT_FLANN,SEL_NN,0.412962,18
6,HARRIS,24.4512,26,BRIEF,2.57477,MAT_FLANN,SEL_NN,0.52199,31
7,HARRIS,34.2445,34,BRIEF,1.22902,MAT_FLANN,SEL_NN,0.552884,26
0,BRISK,245.602,276,BRIEF,1.0538299999999998,MAT_FLANN,SEL_KNN,3.76916,163
1,BRISK,236.489,275,BRIEF,0.9618709999999999,MAT_FLANN,SEL_KNN,3.77075,138
2,BRISK,244.88400000000001,293,BRIEF,1.57108,MAT_FLANN,SEL_KNN,4.06625,146
3,BRISK,241.003,275,BRIEF,1.2151399999999999,MAT_FLANN,SEL_KNN,4.48329,149
4,BRISK,241.11,289,BRIEF,1.7913400000000002,MAT_FLANN,SEL_KNN,5.174180000000001,155
5,BRISK,234.28099999999998,268,BRIEF,0.8930680000000001,MAT_FLANN,SEL_KNN,4.18372,163
6,BRISK,244.94400000000002,259,BRIEF,0.871993,MAT_FLANN,SEL_KNN,3.59588,162
7,BRISK,207.88099999999997,250,BRIEF,0.848859,MAT_FLANN,SEL_KNN,3.4787199999999996,148
0,HARRIS,21.7805,18,FREAK,33.8026,MAT_FLANN,SEL_NN,3.09796,13
1,HARRIS,23.1186,21,FREAK,29.9363,MAT_FLANN,SEL_NN,1.43933,16
2,HARRIS,20.7176,26,FREAK,32.0357,MAT_FLANN,SEL_NN,1.24759,20
3,HARRIS,30.5323,43,FREAK,30.2808,MAT_FLANN,SEL_NN,1.91042,26
4,HARRIS,22.4699,18,FREAK,32.0198,MAT_FLANN,SEL_NN,1.8090099999999998,38
5,HARRIS,23.6181,31,FREAK,31.3082,MAT_FLANN,SEL_NN,1.67042,17
6,HARRIS,23.8562,26,FREAK,32.1624,MAT_FLANN,SEL_NN,1.82813,30
7,HARRIS,34.0565,34,FREAK,29.6904,MAT_FLANN,SEL_NN,1.44822,25
0,ORB,13.2093,106,ORB,20.3882,MAT_BF,SEL_KNN,0.444758,69
1,ORB,8.19028,113,ORB,17.3049,MAT_BF,SEL_KNN,0.30390100000000003,71
2,ORB,14.3729,109,ORB,22.4785,MAT_BF,SEL_KNN,0.328204,85
3,ORB,16.0913,124,ORB,17.8272,MAT_BF,SEL_KNN,0.312654,91
4,ORB,10.8324,129,ORB,13.5728,MAT_BF,SEL_KNN,0.355466,99
5,ORB,11.2463,127,ORB,21.9733,MAT_BF,SEL_KNN,0.672808,94
6,ORB,12.5436,124,ORB,21.2474,MAT_BF,SEL_KNN,0.5155890000000001,91
7,ORB,11.1672,125,ORB,14.6824,MAT_BF,SEL_KNN,0.495237,89
0,ORB,13.1748,106,BRIEF,1.4987,MAT_FLANN,SEL_NN,2.86037,102
1,ORB,15.4508,113,BRIEF,3.7753300000000003,MAT_FLANN,SEL_NN,3.8657,106
2,ORB,17.5371,109,BRIEF,1.1794,MAT_FLANN,SEL_NN,2.01132,113
3,ORB,12.6115,124,BRIEF,3.16105,MAT_FLANN,SEL_NN,26.0356,109
4,ORB,21.2243,129,BRIEF,4.4796,MAT_FLANN,SEL_NN,9.56531,124
5,ORB,19.1223,127,BRIEF,0.956625,MAT_FLANN,SEL_NN,2.6318099999999998,129
6,ORB,12.6457,124,BRIEF,1.1386399999999999,MAT_FLANN,SEL_NN,6.02316,127
7,ORB,12.7943,125,BRIEF,1.36624,MAT_FLANN,SEL_NN,2.02173,124
0,BRISK,250.785,276,SIFT,56.2759,MAT_BF,SEL_NN,1.7686099999999998,274
1,BRISK,240.208,275,SIFT,55.5422,MAT_BF,SEL_NN,1.43108,276
2,BRISK,223.299,293,SIFT,55.4208,MAT_BF,SEL_NN,2.13357,275
3,BRISK,222.25400000000002,275,SIFT,57.4855,MAT_BF,SEL_NN,2.6736,293
4,BRISK,225.15099999999998,289,SIFT,50.8143,MAT_BF,SEL_NN,1.48504,275
5,BRISK,222.668,268,SIFT,53.0747,MAT_BF,SEL_NN,1.5107,289
6,BRISK,228.658,259,SIFT,54.4358,MAT_BF,SEL_NN,1.9138400000000002,268
7,BRISK,268.809,250,SIFT,57.6625,MAT_BF,SEL_NN,1.13235,259
0,BRISK,237.239,276,ORB,29.4746,MAT_FLANN,SEL_KNN,13.5496,102
1,BRISK,232.237,275,ORB,16.3005,MAT_FLANN,SEL_KNN,3.6083199999999995,88
2,BRISK,207.86599999999999,293,ORB,11.6005,MAT_FLANN,SEL_KNN,6.55274,100
3,BRISK,201.628,275,ORB,12.4582,MAT_FLANN,SEL_KNN,5.46097,83
4,BRISK,209.50900000000001,289,ORB,12.8793,MAT_FLANN,SEL_KNN,4.09313,112
5,BRISK,222.517,268,ORB,12.3665,MAT_FLANN,SEL_KNN,3.5395300000000005,113
6,BRISK,203.19799999999998,259,ORB,12.3291,MAT_FLANN,SEL_KNN,3.62681,111
7,BRISK,199.607,250,ORB,14.6137,MAT_FLANN,SEL_KNN,3.26513,115
0,BRISK,421.07199999999995,276,BRIEF,2.78819,MAT_BF,SEL_NN,3.36075,274
1,BRISK,486.219,275,BRIEF,1.83555,MAT_BF,SEL_NN,1.8487799999999999,276
2,BRISK,427.022,293,BRIEF,4.14772,MAT_BF,SEL_NN,1.7912299999999999,275
3,BRISK,417.0,275,BRIEF,2.29802,MAT_BF,SEL_NN,3.65414,293
4,BRISK,415.309,289,BRIEF,1.7806,MAT_BF,SEL_NN,2.1172,275
5,BRISK,419.228,268,BRIEF,3.7224699999999995,MAT_BF,SEL_NN,3.16357,289
6,BRISK,417.31300000000005,259,BRIEF,4.50934,MAT_BF,SEL_NN,3.4982300000000004,268
7,BRISK,412.319,250,BRIEF,3.4237,MAT_BF,SEL_NN,1.84234,259
0,ORB,20.7072,106,ORB,49.5524,MAT_BF,SEL_NN,0.238794,102
1,ORB,26.3571,113,ORB,59.7297,MAT_BF,SEL_NN,0.351087,106
2,ORB,11.7063,109,ORB,36.5958,MAT_BF,SEL_NN,0.32734800000000003,113
3,ORB,23.1517,124,ORB,65.462,MAT_BF,SEL_NN,0.405669,109
4,ORB,22.0756,129,ORB,30.8909,MAT_BF,SEL_NN,2.12663,124
5,ORB,19.2633,127,ORB,44.0626,MAT_BF,SEL_NN,0.488762,129
6,ORB,16.7843,124,ORB,49.1751,MAT_BF,SEL_NN,0.6878770000000001,127
7,ORB,9.7952,125,ORB,48.9356,MAT_BF,SEL_NN,0.309663,124
0,AKAZE,90.0847,159,AKAZE,80.6855,MAT_BF,SEL_KNN,0.611151,138
1,AKAZE,89.1599,154,AKAZE,81.6356,MAT_BF,SEL_KNN,0.603055,132
2,AKAZE,87.8227,162,AKAZE,78.5014,MAT_BF,SEL_KNN,0.556675,126
3,AKAZE,87.9246,163,AKAZE,78.2756,MAT_BF,SEL_KNN,0.600943,128
4,AKAZE,95.5642,173,AKAZE,76.1682,MAT_BF,SEL_KNN,0.7063470000000001,146
5,AKAZE,86.726,175,AKAZE,87.3852,MAT_BF,SEL_KNN,0.879491,147
6,AKAZE,96.4501,175,AKAZE,89.44200000000001,MAT_BF,SEL_KNN,0.917093,149
7,AKAZE,101.94200000000001,175,AKAZE,92.1251,MAT_BF,SEL_KNN,0.826284,148
0,ORB,9.56374,106,FREAK,28.5311,MAT_FLANN,SEL_KNN,0.904699,33
1,ORB,9.94944,113,FREAK,29.4733,MAT_FLANN,SEL_KNN,0.9285190000000001,37
2,ORB,7.405010000000001,109,FREAK,28.3137,MAT_FLANN,SEL_KNN,1.0027,41
3,ORB,9.69807,124,FREAK,27.3327,MAT_FLANN,SEL_KNN,0.9122020000000001,33
4,ORB,6.99471,129,FREAK,29.278000000000002,MAT_FLANN,SEL_KNN,1.44773,40
5,ORB,10.6114,127,FREAK,31.4296,MAT_FLANN,SEL_KNN,2.08399,41
6,ORB,8.21942,124,FREAK,30.701,MAT_FLANN,SEL_KNN,1.1387399999999999,40
7,ORB,10.4097,125,FREAK,27.9612,MAT_FLANN,SEL_KNN,1.35333,43
0,ORB,12.2682,106,FREAK,37.2385,MAT_BF,SEL_NN,0.233575,53
1,ORB,11.5612,113,FREAK,40.4471,MAT_BF,SEL_NN,0.154127,56
2,ORB,15.744000000000002,109,FREAK,47.0744,MAT_BF,SEL_NN,0.161719,65
3,ORB,12.2086,124,FREAK,35.4975,MAT_BF,SEL_NN,0.154263,55
4,ORB,15.8818,129,FREAK,32.9003,MAT_BF,SEL_NN,0.151862,64
5,ORB,10.6343,127,FREAK,36.5773,MAT_BF,SEL_NN,0.183139,66
6,ORB,10.879000000000001,124,FREAK,35.1068,MAT_BF,SEL_NN,0.236965,70
7,ORB,9.81513,125,FREAK,33.7862,MAT_BF,SEL_NN,0.151025,71
0,AKAZE,110.044,159,BRIEF,3.02963,MAT_FLANN,SEL_KNN,3.0394400000000004,115
1,AKAZE,115.811,154,BRIEF,2.7764,MAT_FLANN,SEL_KNN,2.7257,110
2,AKAZE,110.802,162,BRIEF,2.9287799999999997,MAT_FLANN,SEL_KNN,2.53076,110
3,AKAZE,112.462,163,BRIEF,2.49752,MAT_FLANN,SEL_KNN,2.6099099999999997,117
4,AKAZE,127.33,173,BRIEF,2.82963,MAT_FLANN,SEL_KNN,3.14573,129
5,AKAZE,114.958,175,BRIEF,3.65113,MAT_FLANN,SEL_KNN,3.6377900000000003,133
6,AKAZE,122.79700000000001,175,BRIEF,2.65805,MAT_FLANN,SEL_KNN,2.34187,135
7,AKAZE,110.286,175,BRIEF,4.05771,MAT_FLANN,SEL_KNN,3.15448,128
0,FAST,2.24498,404,SIFT,47.5876,MAT_FLANN,SEL_KNN,8.4538,325
1,FAST,2.25659,423,SIFT,43.4549,MAT_FLANN,SEL_KNN,10.79,299
2,FAST,2.32154,386,SIFT,41.4543,MAT_FLANN,SEL_KNN,11.380999999999998,311
3,FAST,2.1872,414,SIFT,44.2684,MAT_FLANN,SEL_KNN,11.7658,291
4,FAST,2.60583,418,SIFT,44.1143,MAT_FLANN,SEL_KNN,13.1267,327
5,FAST,3.51599,406,SIFT,44.4002,MAT_FLANN,SEL_KNN,8.45055,317
6,FAST,1.9010200000000002,396,SIFT,45.7066,MAT_FLANN,SEL_KNN,9.75687,301
7,FAST,2.1362099999999997,401,SIFT,39.8721,MAT_FLANN,SEL_KNN,9.01635,301
0,SHITOMASI,19.4964,123,SIFT,27.2743,MAT_BF,SEL_KNN,0.46472299999999994,109
1,SHITOMASI,17.9966,120,SIFT,30.6531,MAT_BF,SEL_KNN,0.536447,104
2,SHITOMASI,17.5804,120,SIFT,23.0243,MAT_BF,SEL_KNN,0.46095600000000003,103
3,SHITOMASI,21.3683,113,SIFT,20.1285,MAT_BF,SEL_KNN,0.427616,99
4,SHITOMASI,14.7903,114,SIFT,27.545,MAT_BF,SEL_KNN,0.549581,101
5,SHITOMASI,19.3564,123,SIFT,20.4804,MAT_BF,SEL_KNN,0.45596400000000004,96
6,SHITOMASI,14.8362,111,SIFT,27.0881,MAT_BF,SEL_KNN,0.893185,106
7,SHITOMASI,15.4412,112,SIFT,31.204,MAT_BF,SEL_KNN,0.5029710000000001,97
0,SIFT,153.64,121,SIFT,91.7828,MAT_FLANN,SEL_NN,4.16322,131
1,SIFT,135.101,135,SIFT,88.0656,MAT_FLANN,SEL_NN,2.83127,121
2,SIFT,185.622,134,SIFT,101.14299999999999,MAT_FLANN,SEL_NN,2.74762,135
3,SIFT,139.713,139,SIFT,92.0818,MAT_FLANN,SEL_NN,2.40841,134
4,SIFT,144.278,136,SIFT,94.5178,MAT_FLANN,SEL_NN,2.92824,139
5,SIFT,149.899,147,SIFT,87.5526,MAT_FLANN,SEL_NN,2.5704700000000003,136
6,SIFT,140.19899999999998,156,SIFT,96.6464,MAT_FLANN,SEL_NN,2.9820900000000004,147
7,SIFT,143.481,135,SIFT,90.1475,MAT_FLANN,SEL_NN,3.04667,156
0,ORB,13.6682,106,ORB,18.1107,MAT_FLANN,SEL_NN,1.7085,102
1,ORB,8.67579,113,ORB,15.572000000000001,MAT_FLANN,SEL_NN,1.29196,106
2,ORB,11.3396,109,ORB,16.8308,MAT_FLANN,SEL_NN,1.8772400000000002,113
3,ORB,10.0143,124,ORB,19.0178,MAT_FLANN,SEL_NN,2.3648599999999997,109
4,ORB,11.0398,129,ORB,17.6707,MAT_FLANN,SEL_NN,2.1736,124
5,ORB,9.69502,127,ORB,15.8065,MAT_FLANN,SEL_NN,2.16805,129
6,ORB,11.6601,124,ORB,14.1182,MAT_FLANN,SEL_NN,2.07091,127
7,ORB,9.08187,125,ORB,19.5433,MAT_FLANN,SEL_NN,2.40292,124
0,SHITOMASI,20.4453,123,ORB,5.06007,MAT_FLANN,SEL_KNN,2.2494,83
1,SHITOMASI,21.6346,120,ORB,4.93996,MAT_FLANN,SEL_KNN,2.4642,87
2,SHITOMASI,16.5494,120,ORB,6.619489999999999,MAT_FLANN,SEL_KNN,2.53003,90
3,SHITOMASI,19.4509,113,ORB,5.22685,MAT_FLANN,SEL_KNN,2.08759,83
4,SHITOMASI,19.5176,114,ORB,5.02864,MAT_FLANN,SEL_KNN,3.86741,77
5,SHITOMASI,19.2836,123,ORB,6.24558,MAT_FLANN,SEL_KNN,2.34936,85
6,SHITOMASI,19.0582,111,ORB,5.75505,MAT_FLANN,SEL_KNN,2.79914,86
7,SHITOMASI,21.7641,112,ORB,4.60159,MAT_FLANN,SEL_KNN,1.62459,88
0,FAST,2.60755,404,ORB,3.9293,MAT_BF,SEL_NN,2.33807,427
1,FAST,2.8864099999999997,423,ORB,5.85302,MAT_BF,SEL_NN,2.62814,404
2,FAST,2.5763,386,ORB,3.78255,MAT_BF,SEL_NN,1.9748599999999998,423
3,FAST,1.81856,414,ORB,5.61963,MAT_BF,SEL_NN,2.2501700000000002,386
4,FAST,2.33597,418,ORB,5.26807,MAT_BF,SEL_NN,2.6529,414
5,FAST,2.54217,406,ORB,3.51126,MAT_BF,SEL_NN,2.05495,418
6,FAST,2.0200099999999996,396,ORB,5.1863,MAT_BF,SEL_NN,2.1532400000000003,406
7,FAST,3.17896,401,ORB,6.12093,MAT_BF,SEL_NN,2.4666099999999997,396
0,SIFT,156.69299999999998,121,SIFT,98.9576,MAT_BF,SEL_NN,0.429554,131
1,SIFT,163.865,135,SIFT,97.2747,MAT_BF,SEL_NN,0.481264,121
2,SIFT,164.87599999999998,134,SIFT,98.7038,MAT_BF,SEL_NN,0.643416,135
3,SIFT,188.59099999999998,139,SIFT,92.0413,MAT_BF,SEL_NN,0.513076,134
4,SIFT,146.9,136,SIFT,100.98700000000001,MAT_BF,SEL_NN,0.645138,139
5,SIFT,163.041,147,SIFT,112.57700000000001,MAT_BF,SEL_NN,0.4905,136
6,SIFT,194.14,156,SIFT,205.50900000000001,MAT_BF,SEL_NN,1.33778,147
7,SIFT,281.209,135,SIFT,149.111,MAT_BF,SEL_NN,0.713788,156
0,FAST,1.86788,404,BRISK,184.827,MAT_BF,SEL_KNN,3.25428,243
1,FAST,2.96713,423,BRISK,183.958,MAT_BF,SEL_KNN,3.3198199999999995,241
2,FAST,2.02718,386,BRISK,198.09,MAT_BF,SEL_KNN,6.13969,239
3,FAST,2.89157,414,BRISK,281.439,MAT_BF,SEL_KNN,4.12331,215
4,FAST,3.0218700000000003,418,BRISK,238.82299999999998,MAT_BF,SEL_KNN,2.77291,251
5,FAST,5.787730000000001,406,BRISK,184.62,MAT_BF,SEL_KNN,4.05738,248
6,FAST,2.3092599999999996,396,BRISK,197.16400000000002,MAT_BF,SEL_KNN,4.3009900000000005,243
7,FAST,2.20982,401,BRISK,181.64,MAT_BF,SEL_KNN,3.53168,247
0,AKAZE,126.469,159,AKAZE,124.259,MAT_BF,SEL_NN,0.724608,157
1,AKAZE,154.809,154,AKAZE,172.89,MAT_BF,SEL_NN,1.71806,159
2,AKAZE,146.017,162,AKAZE,143.256,MAT_BF,SEL_NN,0.895159,154
3,AKAZE,124.223,163,AKAZE,107.986,MAT_BF,SEL_NN,0.771312,162
4,AKAZE,116.899,173,AKAZE,96.8615,MAT_BF,SEL_NN,0.741639,163
5,AKAZE,133.67600000000002,175,AKAZE,96.2029,MAT_BF,SEL_NN,0.6535979999999999,173
6,AKAZE,115.186,175,AKAZE,115.15100000000001,MAT_BF,SEL_NN,0.821189,175
7,AKAZE,127.93799999999999,175,AKAZE,108.71700000000001,MAT_BF,SEL_NN,0.729337,175
0,FAST,3.01693,404,SIFT,41.6321,MAT_BF,SEL_KNN,4.32605,325
1,FAST,1.9060599999999999,423,SIFT,42.8745,MAT_BF,SEL_KNN,3.9049199999999997,297
2,FAST,2.15338,386,SIFT,39.0552,MAT_BF,SEL_KNN,3.71906,311
3,FAST,2.58826,414,SIFT,41.6862,MAT_BF,SEL_KNN,3.75106,291
4,FAST,2.2944400000000003,418,SIFT,40.8771,MAT_BF,SEL_KNN,3.51009,326
5,FAST,2.70421,406,SIFT,43.3749,MAT_BF,SEL_KNN,3.9454599999999997,315
6,FAST,2.63832,396,SIFT,43.3825,MAT_BF,SEL_KNN,3.34352,300
7,FAST,2.2159299999999997,401,SIFT,40.1414,MAT_BF,SEL_KNN,3.01578,301
0,AKAZE,133.695,159,SIFT,37.7351,MAT_BF,SEL_KNN,0.916375,134
1,AKAZE,114.061,154,SIFT,34.8001,MAT_BF,SEL_KNN,0.779243,129
2,AKAZE,103.492,162,SIFT,36.9022,MAT_BF,SEL_KNN,0.756862,136
3,AKAZE,106.296,163,SIFT,36.9994,MAT_BF,SEL_KNN,0.715118,136
4,AKAZE,106.788,173,SIFT,36.6281,MAT_BF,SEL_KNN,1.06429,147
5,AKAZE,101.51700000000001,175,SIFT,36.1548,MAT_BF,SEL_KNN,0.9506819999999999,147
6,AKAZE,106.64200000000001,175,SIFT,43.9248,MAT_BF,SEL_KNN,1.0524,153
7,AKAZE,138.455,175,SIFT,34.8175,MAT_BF,SEL_KNN,0.86444,149
0,FAST,3.82419,404,ORB,9.12284,MAT_BF,SEL_KNN,4.7047099999999995,314
1,FAST,3.79662,423,ORB,6.9907699999999995,MAT_BF,SEL_KNN,4.591419999999999,295
2,FAST,3.4840699999999996,386,ORB,8.23979,MAT_BF,SEL_KNN,2.93133,318
3,FAST,5.3259,414,ORB,13.9562,MAT_BF,SEL_KNN,2.5154400000000003,284
4,FAST,5.17204,418,ORB,10.8542,MAT_BF,SEL_KNN,5.30091,312
5,FAST,8.20583,406,ORB,17.5478,MAT_BF,SEL_KNN,3.51042,323
6,FAST,3.9459199999999996,396,ORB,11.9618,MAT_BF,SEL_KNN,4.0749699999999995,306
7,FAST,4.37518,401,ORB,8.08663,MAT_BF,SEL_KNN,2.6905799999999997,304
